codigo_dane,nombre,municipio,departamento,regla,status,date_start,date_end
"73124","Fiestas de Cajamarca","Cajamarca","Tolima","sin_regla","pendiente","",""
"73148","Fiestas de Carmen de Apicalá","Carmen de Apicalá","Tolima","sin_regla","pendiente","",""
"73152","Fiestas de Casabianca","Casabianca","Tolima","sin_regla","pendiente","",""
"73168","Fiestas de Chaparral","Chaparral","Tolima","sin_regla","pendiente","",""
"73200","Fiestas de Coello","Coello","Tolima","sin_regla","pendiente","",""
"73217","Fiestas de Coyaima","Coyaima","Tolima","sin_regla","pendiente","",""
"73226","Fiestas de Cunday","Cunday","Tolima","sin_regla","pendiente","",""
"73236","Fiestas de Dolores","Dolores","Tolima","sin_regla","pendiente","",""
"73268","Fiestas de Espinal","Espinal","Tolima","sin_regla","pendiente","",""
"73270","Fiestas de Falan","Falan","Tolima","sin_regla","pendiente","",""
"73275","Fiestas de Flandes","Flandes","Tolima","sin_regla","pendiente","",""
"73283","Fiestas de Fresno","Fresno","Tolima","sin_regla","pendiente","",""
"73319","Fiestas de Guamo","Guamo","Tolima","sin_regla","pendiente","",""
"73347","Fiestas de Herveo","Herveo","Tolima","sin_regla","pendiente","",""
"73349","Fiestas de Honda","Honda","Tolima","sin_regla","pendiente","",""
"73001","Fiestas de Ibagué","Ibagué","Tolima","sin_regla","pendiente","",""
"73352","Fiestas de Icononzo","Icononzo","Tolima","sin_regla","pendiente","",""
"73408","Fiestas de Lérida","Lérida","Tolima","sin_regla","pendiente","",""
"73411","Fiestas de Líbano","Líbano","Tolima","sin_regla","pendiente","",""
"73443","Fiestas de Mariquita","Mariquita","Tolima","sin_regla","pendiente","",""
"73449","Fiestas de Melgar","Melgar","Tolima","sin_regla","pendiente","",""
"73461","Fiestas de Murillo","Murillo","Tolima","sin_regla","pendiente","",""
"73483","Fiestas de Natagaima","Natagaima","Tolima","sin_regla","pendiente","",""
"73504","Fiestas de Ortega","Ortega","Tolima","sin_regla","pendiente","",""
"73520","Fiestas de Palocabildo","Palocabildo","Tolima","sin_regla","pendiente","",""
"73547","Fiestas de Piedras","Piedras","Tolima","sin_regla","pendiente","",""
"73555","Fiestas de Planadas","Planadas","Tolima","sin_regla","pendiente","",""
"73563","Fiestas de Prado","Prado","Tolima","sin_regla","pendiente","",""
"73585","Fiestas de Purificación","Purificación","Tolima","sin_regla","pendiente","",""
"73616","Fiestas de Rioblanco","Rioblanco","Tolima","sin_regla","pendiente","",""
"73622","Fiestas de Roncesvalles","Roncesvalles","Tolima","sin_regla","pendiente","",""
"73624","Fiestas de Rovira","Rovira","Tolima","sin_regla","pendiente","",""
"73671","Fiestas de Saldaña","Saldaña","Tolima","sin_regla","pendiente","",""
"73675","Fiestas de San Antonio","San Antonio","Tolima","sin_regla","pendiente","",""
"73678","Fiestas de San Luis","San Luis","Tolima","sin_regla","pendiente","",""
"73686","Fiestas de Santa Isabel","Santa Isabel","Tolima","sin_regla","pendiente","",""
"73770","Fiestas de Suárez","Suárez","Tolima","sin_regla","pendiente","",""
"73854","Fiestas de Valle de San Juan","Valle de San Juan","Tolima","sin_regla","pendiente","",""
"73861","Fiestas de Venadillo","Venadillo","Tolima","sin_regla","pendiente","",""
"73870","Fiestas de Villahermosa","Villahermosa","Tolima","sin_regla","pendiente","",""
"73873","Fiestas de Villarrica","Villarrica","Tolima","sin_regla","pendiente","",""
"76020","Fiestas de Alcalá","Alcalá","Valle Del Cauca","sin_regla","pendiente","",""
"76036","Fiestas de Andalucía","Andalucía","Valle Del Cauca","sin_regla","pendiente","",""
"76041","Fiestas de Ansermanuevo","Ansermanuevo","Valle Del Cauca","sin_regla","pendiente","",""
"76054","Fiestas de Argelia","Argelia","Valle Del Cauca","sin_regla","pendiente","",""
"76100","Fiestas de Bolívar","Bolívar","Valle Del Cauca","sin_regla","pendiente","",""
"76109","Fiestas de Buenaventura","Buenaventura","Valle Del Cauca","sin_regla","pendiente","",""
"76113","Fiestas de Bugalagrande","Bugalagrande","Valle Del Cauca","sin_regla","pendiente","",""
"76122","Fiestas de Caicedonia","Caicedonia","Valle Del Cauca","sin_regla","pendiente","",""
"76001","Fiestas de Cali","Cali","Valle Del Cauca","sin_regla","pendiente","",""
"76126","Fiestas de Calima","Calima","Valle Del Cauca","sin_regla","pendiente","",""
"76130","Fiestas de Candelaria","Candelaria","Valle Del Cauca","sin_regla","pendiente","",""
"76147","Fiestas de Cartago","Cartago","Valle Del Cauca","sin_regla","pendiente","",""
"76233","Fiestas de Dagua","Dagua","Valle Del Cauca","sin_regla","pendiente","",""
"76243","Fiestas de El Águila","El Águila","Valle Del Cauca","sin_regla","pendiente","",""
"76246","Fiestas de El Cairo","El Cairo","Valle Del Cauca","sin_regla","pendiente","",""
"76248","Fiestas de El Cerrito","El Cerrito","Valle Del Cauca","sin_regla","pendiente","",""
"76250","Fiestas de El Dovio","El Dovio","Valle Del Cauca","sin_regla","pendiente","",""
"76275","Fiestas de Florida","Florida","Valle Del Cauca","sin_regla","pendiente","",""
"76306","Fiestas de Ginebra","Ginebra","Valle Del Cauca","sin_regla","pendiente","",""
"76318","Fiestas de Guacarí","Guacarí","Valle Del Cauca","sin_regla","pendiente","",""
"76111","Fiestas de Guadalajara de Buga","Guadalajara de Buga","Valle Del Cauca","sin_regla","pendiente","",""
"76364","Fiestas de Jamundí","Jamundí","Valle Del Cauca","sin_regla","pendiente","",""
"76377","Fiestas de La Cumbre","La Cumbre","Valle Del Cauca","sin_regla","pendiente","",""
"76400","Fiestas de La Unión","La Unión","Valle Del Cauca","sin_regla","pendiente","",""
"76403","Fiestas de La Victoria","La Victoria","Valle Del Cauca","sin_regla","pendiente","",""
"76497","Fiestas de Obando","Obando","Valle Del Cauca","sin_regla","pendiente","",""
"76520","Fiestas de Palmira","Palmira","Valle Del Cauca","sin_regla","pendiente","",""
"76563","Fiestas de Pradera","Pradera","Valle Del Cauca","sin_regla","pendiente","",""
"76606","Fiestas de Restrepo","Restrepo","Valle Del Cauca","sin_regla","pendiente","",""
"76616","Fiestas de Riofrío","Riofrío","Valle Del Cauca","sin_regla","pendiente","",""
"76622","Fiestas de Roldanillo","Roldanillo","Valle Del Cauca","sin_regla","pendiente","",""
"76670","Fiestas de San Pedro","San Pedro","Valle Del Cauca","sin_regla","pendiente","",""
"76736","Fiestas de Sevilla","Sevilla","Valle Del Cauca","sin_regla","pendiente","",""
"76823","Fiestas de Toro","Toro","Valle Del Cauca","sin_regla","pendiente","",""
"76828","Fiestas de Trujillo","Trujillo","Valle Del Cauca","sin_regla","pendiente","",""
"76834","Fiestas de Tuluá","Tuluá","Valle Del Cauca","sin_regla","pendiente","",""
"76845","Fiestas de Ulloa","Ulloa","Valle Del Cauca","sin_regla","pendiente","",""
"76863","Fiestas de Versalles","Versalles","Valle Del Cauca","sin_regla","pendiente","",""
"76869","Fiestas de Vijes","Vijes","Valle Del Cauca","sin_regla","pendiente","",""
"76890","Fiestas de Yotoco","Yotoco","Valle Del Cauca","sin_regla","pendiente","",""
"76892","Fiestas de Yumbo","Yumbo","Valle Del Cauca","sin_regla","pendiente","",""
"76895","Fiestas de Zarzal","Zarzal","Valle Del Cauca","sin_regla","pendiente","",""
"97161","Fiestas de Caruru","Caruru","Vaupés","sin_regla","pendiente","",""
"97001","Fiestas de Mitú","Mitú","Vaupés","sin_regla","pendiente","",""
"97511","Fiestas de Pacoa","Pacoa","Vaupés","sin_regla","pendiente","",""
"97777","Fiestas de Papunaua","Papunaua","Vaupés","sin_regla","pendiente","",""
"97666","Fiestas de Taraira","Taraira","Vaupés","sin_regla","pendiente","",""
"97889","Fiestas de Yavaraté","Yavaraté","Vaupés","sin_regla","pendiente","",""
"99773","Fiestas de Cumaribo","Cumaribo","Vichada","sin_regla","pendiente","",""
"99524","Fiestas de La Primavera","La Primavera","Vichada","sin_regla","pendiente","",""
"99001","Fiestas de Puerto Carreno","Puerto Carreño","Vichada","sin_regla","pendiente","",""
"99624","Fiestas de Santa Rosalía","Santa Rosalía","Vichada","sin_regla","pendiente","",""
