codigo_dane,departamento,municipio,subregion,habitantes,temperatura_promedio,altura,festival,fecha,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,latitud,longitud,fuente_geo,bandera_url
"15051","Boyacá","Arcabuco","Centro","5240.0","12.5","2667.0","","","","","","","","","","","","","","","5.72389","-73.46781","geonames",""
"15087","Boyacá","Belén","Centro","9041.0","13.9","2652.0","","","","","","","","","","","","","","","5.97631","-72.92481","geonames",""
"15090","Boyacá","Berbeo","Centro","1913.0","18.9","1365.0","","","","","","","","","","","","","","","5.2276","-73.12527","geonames",""
"15092","Boyacá","Betéitiva","Centro","2479.0","13.0","2831.0","","","","","","","","","","","","","","","5.89428","-72.87079","geonames",""
"15097","Boyacá","Boavita","Centro","7079.0","19.8","1514.0","","","","","","","","","","","","","","","6.30737","-72.64308","geonames",""
"15104","Boyacá","Boyacá","Centro","5074.0","13.3","2337.0","","","","","","","","","","","","","","","5.44871","-73.35142","geonames",""
"15106","Boyacá","Briceño","Centro","8783.0","18.9","1363.0","","","","","","","","","","","","","","","7.05001","-75.50903","geonames",""
"15109","Boyacá","Buenavista","Centro","18344.0","25.8","43.0","","","","","","","","","","","","","","","8.17697","-75.44481","geonames",""
"15114","Boyacá","Busbanzá","Centro","1156.0","13.0","2666.0","","","","","","","","","","","","","","","5.8435","-72.86991","geonames",""
"15131","Boyacá","Caldas","Centro","82234.0","17.0","1756.0","","","","","","","","","","","","","","","6.09106","-75.63569","geonames",""
"15135","Boyacá","Campohermoso","Centro","4065.0","22.8","642.0","","","","","","","","","","","","","","","4.97733","-73.16714","geonames",""
"15162","Boyacá","Cerinza","Centro","4312.0","5.9","3765.0","","","","","","","","","","","","","","","5.93649","-72.99127","geonames",""
"15172","Boyacá","Chinavita","Centro","3528.0","15.2","1917.0","","","","","","","","","","","","","","","5.17915","-73.37147","geonames",""
"15176","Boyacá","Chiquinquirá","Centro","72274.0","12.2","2671.0","","","","","","","","","","","","","","","5.61363","-73.83848","geonames",""
"15180","Boyacá","Chiscas","Centro","5372.0","6.7","3497.0","","","","","","","","","","","","","","","6.69329","-72.42433","geonames",""
"15183","Boyacá","Chita","Centro","10844.0","7.5","3412.0","","","","","","","","","","","","","","","6.07788","-72.46774","geonames",""
"15185","Boyacá","Chitaraque","Centro","6711.0","16.2","1831.0","","","","","","","","","","","","","","","5.96167","-73.45761","geonames",""
"15187","Boyacá","Chivatá","Centro","6199.0","9.8","3022.0","","","","","","","","","","","","","","","5.54085","-73.28469","geonames",""
"15189","Boyacá","Ciénega","Centro","5242.0","10.1","2919.0","","","","","","","","","","","","","","","5.36332","-73.29746","geonames",""
"15204","Boyacá","Cómbita","Centro","14632.0","9.2","3161.0","","","","","","","","","","","","","","","5.6876","-73.32942","geonames",""
"15212","Boyacá","Coper","Centro","4201.0","19.3","1252.0","","","","","","","","","","","","","","","5.4362","-74.0321","geonames",""
"15215","Boyacá","Corrales","Centro","2544.0","14.8","2432.0","","","","","","","","","","","","","","","5.82497","-72.84539","geonames",""
"15218","Boyacá","Covarachía","Centro","3324.0","14.3","2285.0","","","","","","","","","","","","","","","6.51933","-72.73996","geonames",""
"15223","Boyacá","Cubará","Centro","6614.0","14.3","2128.0","","","","","","","","","","","","","","","6.88556","-72.19","geonames",""
"15224","Boyacá","Cucaita","Centro","4687.0","11.1","2905.0","","","","","","","","","","","","","","","5.52741","-73.44631","geonames",""
"15226","Boyacá","Cuítiva","Centro","2011.0","12.0","2883.0","","","","","","","","","","","","","","","5.59156","-72.96278","geonames",""
"15232","Boyacá","Chíquiza","Centro","6073.0","9.7","3053.0","","","","","","","","","","","","","","","5.62009","-73.49619","geonames",""
"15236","Boyacá","Chivor","Centro","1795.0","19.8","1158.0","","","","","","","","","","","","","","","4.83951","-73.37391","geonames",""
"15238","Boyacá","Duitama","Centro","128400.0","8.4","3371.0","","","","","","","","","","","","","","","5.86361","-73.08988","geonames",""
"15244","Boyacá","El Cocuy","Centro","5582.0","6.0","3821.0","","","","","","","","","","","","","","","6.32839","-72.43577","geonames",""
"15248","Boyacá","El Espino","Centro","3997.0","9.9","3069.0","","","","","","","","","","","","","","","6.50812","-72.48036","geonames",""
"15272","Boyacá","Firavitoba","Centro","6316.0","11.5","2898.0","","","","","","","","","","","","","","","5.64045","-73.05079","geonames",""
"15276","Boyacá","Floresta","Centro","4884.0","14.1","2543.0","","","","","","","","","","","","","","","5.85903","-72.92511","geonames",""
"15293","Boyacá","Gachantivá","Centro","2654.0","13.1","2460.0","","","","","","","","","","","","","","","5.74417","-73.54253","geonames",""
"15296","Boyacá","Gameza","Centro","5669.0","4.2","3929.0","","","","","","","","","","","","","","","5.80313","-72.73721","geonames",""
"15299","Boyacá","Garagoa","Centro","16944.0","13.1","2320.0","","","","","","","","","","","","","","","5.09222","-73.31602","geonames",""
"15317","Boyacá","Guacamayas","Centro","2132.0","12.5","2668.0","","","","","","","","","","","","","","","6.44599","-72.51676","geonames",""
"15322","Boyacá","Guateque","Centro","9603.0","15.5","1923.0","","","","","","","","","","","","","","","5.01481","-73.4882","geonames",""
"15325","Boyacá","Guayatá","Centro","5126.0","12.2","2478.0","","","","","","","","","","","","","","","4.91935","-73.52968","geonames",""
"15332","Boyacá","Güicán","Centro","7869.0","4.5","4098.0","","","","","","","","","","","","","","","6.5368","-72.27308","geonames",""
"15362","Boyacá","Iza","Centro","2116.0","13.5","2581.0","","","","","","","","","","","","","","","5.62589","-72.97823","geonames",""
"15367","Boyacá","Jenesano","Centro","7436.0","14.5","2208.0","","","","","","","","","","","","","","","5.37701","-73.37721","geonames",""
"15368","Boyacá","Jericó","Centro","12789.0","16.5","1828.0","","","","","","","","","","","","","","","5.78054","-75.76096","geonames",""
"15377","Boyacá","Labranzagrande","Centro","5345.0","17.2","1530.0","","","","","","","","","","","","","","","5.54242","-72.60233","geonames",""
"15380","Boyacá","La Capilla","Centro","2550.0","12.1","2466.0","","","","","","","","","","","","","","","5.08076","-73.48076","geonames",""
"15401","Boyacá","La Victoria","Centro","13247.0","20.4","960.0","","","","","","","","","","","","","","","4.47621","-75.98118","geonames",""
"15403","Boyacá","La Uvita","Centro","3621.0","13.4","2441.0","","","","","","","","","","","","","","","6.24262","-72.56448","geonames",""
"15407","Boyacá","Villa de Leyva","Centro","16984.0","15.1","2230.0","","","","","","","","","","","","","","","5.67061","-73.51554","geonames",""
"15425","Boyacá","Macanal","Centro","4821.0","19.0","1285.0","","","","","","","","","","","","","","","4.9505","-73.32029","geonames",""
"15442","Boyacá","Maripí","Centro","7914.0","20.2","1109.0","","","","","","","","","","","","","","","5.55733","-74.0544","geonames",""
"15455","Boyacá","Miraflores","Centro","11311.0","24.6","230.0","","","","","","","","","","","","","","","1.3098","-72.0419","geonames",""
"15464","Boyacá","Mongua","Centro","5264.0","10.2","2946.0","","","","","","","","","","","","","","","5.67452","-72.71729","geonames",""
"15466","Boyacá","Monguí","Centro","5002.0","8.7","3283.0","","","","","","","","","","","","","","","5.69752","-72.83359","geonames",""
"15469","Boyacá","Moniquirá","Centro","20848.0","17.4","1671.0","","","","","","","","","","","","","","","5.87638","-73.57284","geonames",""
"15476","Boyacá","Motavita","Centro","6772.0","10.4","2901.0","","","","","","","","","","","","","","","5.5784","-73.36773","geonames",""
"15480","Boyacá","Muzo","Centro","10237.0","20.5","875.0","","","","","","","","","","","","","","","5.52897","-74.10129","geonames",""
"15491","Boyacá","Nobsa","Centro","15194.0","14.2","2503.0","","","","","","","","","","","","","","","5.74733","-72.95604","geonames",""
"15494","Boyacá","Nuevo Colón","Centro","6075.0","12.9","2393.0","","","","","","","","","","","","","","","5.35384","-73.4497","geonames",""
"15500","Boyacá","Oicatá","Centro","2822.0","11.9","2725.0","","","","","","","","","","","","","","","5.57477","-73.31138","geonames",""
"15507","Boyacá","Otanche","Centro","6997.0","20.6","1075.0","","","","","","","","","","","","","","","5.65672","-74.18249","geonames",""
"15511","Boyacá","Pachavita","Centro","2508.0","15.5","1885.0","","","","","","","","","","","","","","","5.14857","-73.39937","geonames",""
"15514","Boyacá","Páez","Centro","31800.0","12.5","2406.0","","","","","","","","","","","","","","","2.75","-76.0","geonames",""
"15516","Boyacá","Paipa","Centro","27766.0","9.8","3132.0","","","","","","","","","","","","","","","5.82977","-73.23086","geonames",""
"15518","Boyacá","Pajarito","Centro","2410.0","15.9","1836.0","","","","","","","","","","","","","","","5.34751","-72.72075","geonames",""
"15522","Boyacá","Panqueba","Centro","1859.0","11.1","2895.0","","","","","","","","","","","","","","","6.40494","-72.47515","geonames",""
"15531","Boyacá","Pauna","Centro","6355.0","19.7","1080.0","","","","","","","","","","","","","","","5.65861","-73.9825","geonames",""
"15533","Boyacá","Paya","Centro","2648.0","17.8","1509.0","","","","","","","","","","","","","","","5.664","-72.37473","geonames",""
"15537","Boyacá","Paz de Río","Centro","5258.0","10.3","1800.0","","","","","","","","","","","","","","","6.00219","-72.78857","geonames",""
"15542","Boyacá","Pesca","Centro","9762.0","10.8","2965.0","","","","","","","","","","","","","","","5.50213","-73.08794","geonames",""
"15550","Boyacá","Pisba","Centro","1533.0","16.5","1746.0","","","","","","","","","","","","","","","5.74278","-72.48944","geonames",""
"15572","Boyacá","Puerto Boyacá","Centro","55286.0","25.5","167.0","","","","","","","","","","","","","","","5.97214","-74.46349","geonames",""
"15580","Boyacá","Quípama","Centro","8793.0","18.4","1362.0","","","","","","","","","","","","","","","5.5588","-74.21664","geonames",""
"15599","Boyacá","Ramiriquí","Centro","10789.0","9.3","2955.0","","","","","","","","","","","","","","","5.31971","-73.31137","geonames",""
"15600","Boyacá","Ráquira","Centro","12522.0","12.5","2669.0","","","","","","","","","","","","","","","5.48395","-73.65658","geonames",""
"15621","Boyacá","Rondón","Centro","3011.0","14.9","1968.0","","","","","","","","","","","","","","","5.38173","-73.19683","geonames",""
"15632","Boyacá","Saboyá","Centro","12957.0","11.9","2719.0","","","","","","","","","","","","","","","5.68787","-73.78139","geonames",""
"15638","Boyacá","Sáchica","Centro","3868.0","15.8","2177.0","","","","","","","","","","","","","","","5.57438","-73.54345","geonames",""
"15646","Boyacá","Samacá","Centro","17614.0","8.3","3308.0","","","","","","","","","","","","","","","5.44739","-73.55009","geonames",""
"15660","Boyacá","San Eduardo","Centro","1924.0","19.4","1262.0","","","","","","","","","","","","","","","5.20402","-73.07286","geonames",""
"15664","Boyacá","San José de Pare","Centro","5719.0","15.6","1886.0","","","","","","","","","","","","","","","5.97681","-73.55959","geonames",""
"15667","Boyacá","San Luis de Gaceno","Centro","6383.0","23.6","494.0","","","","","","","","","","","","","","","4.85286","-73.14198","geonames",""
"15673","Boyacá","San Mateo","Centro","4790.0","14.1","2463.0","","","","","","","","","","","","","","","6.37704","-72.57797","geonames",""
"15676","Boyacá","San Miguel de Sema","Centro","4612.0","12.4","2539.0","","","","","","","","","","","","","","","5.53492","-73.75144","geonames",""
"15681","Boyacá","San Pablo de Borbur","Centro","18865.0","18.9","1232.0","","","","","","","","","","","","","","","5.66638","-74.13723","geonames",""
"15686","Boyacá","Santana","Centro","7853.0","18.6","1432.0","","","","","","","","","","","","","","","6.04464","-73.51107","geonames",""
"15690","Boyacá","Santa María","Centro","10218.0","16.9","1864.0","","","","","","","","","","","","","","","2.93392","-75.63178","geonames",""
"15693","Boyacá","Santa Rosa de Viterbo","Centro","13249.0","11.9","2960.0","","","","","","","","","","","","","","","5.88515","-73.01344","geonames",""
"15696","Boyacá","Santa Sofía","Centro","3121.0","10.7","2923.0","","","","","","","","","","","","","","","5.70213","-73.62976","geonames",""
"15720","Boyacá","Sativanorte","Centro","2775.0","8.0","3487.0","","","","","","","","","","","","","","","6.10584","-72.7532","geonames",""
"15723","Boyacá","Sativasur","Centro","1351.0","10.8","2977.0","","","","","","","","","","","","","","","6.07102","-72.71509","geonames",""
"15740","Boyacá","Siachoque","Centro","8894.0","8.9","3196.0","","","","","","","","","","","","","","","5.46903","-73.23448","geonames",""
"15753","Boyacá","Soatá","Centro","10945.0","16.8","1979.0","","","","","","","","","","","","","","","6.33369","-72.68283","geonames",""
"15755","Boyacá","Socotá","Centro","10295.0","7.5","3407.0","","","","","","","","","","","","","","","5.90898","-72.58113","geonames",""
"15757","Boyacá","Socha","Centro","7593.0","7.0","3581.0","","","","","","","","","","","","","","","5.92926","-72.70072","geonames",""
"15759","Boyacá","Sogamoso","Centro","111336.0","14.2","2490.0","","","","","","","","","","","","","","","5.71434","-72.93391","geonames",""
"15761","Boyacá","Somondoco","Centro","4359.0","15.1","2100.0","","","","","","","","","","","","","","","4.96969","-73.42855","geonames",""
"15762","Boyacá","Sora","Centro","3025.0","11.8","2724.0","","","","","","","","","","","","","","","5.58076","-73.44335","geonames",""
"15763","Boyacá","Sotaquirá","Centro","8966.0","10.6","2930.0","","","","","","","","","","","","","","","5.76179","-73.28594","geonames",""
"15764","Boyacá","Soracá","Centro","5353.0","10.6","2945.0","","","","","","","","","","","","","","","5.49602","-73.31892","geonames",""
"15774","Boyacá","Susacón","Centro","3698.0","7.9","3575.0","","","","","","","","","","","","","","","6.18607","-72.75673","geonames",""
"15776","Boyacá","Sutamarchán","Centro","6120.0","13.6","2420.0","","","","","","","","","","","","","","","5.61549","-73.65249","geonames",""
"15778","Boyacá","Sutatenza","Centro","4566.0","15.5","1877.0","","","","","","","","","","","","","","","5.02638","-73.43372","geonames",""
"15790","Boyacá","Tasco","Centro","6925.0","6.5","3636.0","","","","","","","","","","","","","","","5.84817","-72.75386","geonames",""
"15798","Boyacá","Tenza","Centro","4651.0","16.4","1736.0","","","","","","","","","","","","","","","5.07083","-73.42459","geonames",""
"15804","Boyacá","Tibaná","Centro","9711.0","12.4","2397.0","","","","","","","","","","","","","","","5.28461","-73.42777","geonames",""
"15806","Boyacá","Tibasosa","Centro","12626.0","12.9","2666.0","","","","","","","","","","","","","","","5.74722","-73.01091","geonames",""
"15808","Boyacá","Tinjacá","Centro","2939.0","13.5","2467.0","","","","","","","","","","","","","","","5.56637","-73.71053","geonames",""
"15810","Boyacá","Tipacoque","Centro","3206.0","11.1","2917.0","","","","","","","","","","","","","","","6.39691","-72.7219","geonames",""
"15814","Boyacá","Toca","Centro","10561.0","11.8","2781.0","","","","","","","","","","","","","","","5.55822","-73.18539","geonames",""
"15816","Boyacá","Togüí","Centro","5229.0","15.7","1909.0","","","","","","","","","","","","","","","5.89434","-73.51366","geonames",""
"15820","Boyacá","Tópaga","Centro","3683.0","12.0","2891.0","","","","","","","","","","","","","","","5.77484","-72.82837","geonames",""
"15822","Boyacá","Tota","Centro","5676.0","9.8","3169.0","","","","","","","","","","","","","","","5.50226","-73.0065","geonames",""
"15832","Boyacá","Tununguá","Centro","1620.0","21.1","954.0","","","","","","","","","","","","","","","5.708","-73.95878","geonames",""
"15835","Boyacá","Turmequé","Centro","7582.0","12.4","2477.0","","","","","","","","","","","","","","","5.3062","-73.50875","geonames",""
"15837","Boyacá","Tuta","Centro","8984.0","12.0","2732.0","","","","","","","","","","","","","","","5.64588","-73.21399","geonames",""
"15839","Boyacá","Tutazá","Centro","2254.0","9.1","3335.0","","","","","","","","","","","","","","","6.05133","-72.87963","geonames",""
"15842","Boyacá","Umbita","Centro","10105.0","11.0","2675.0","","","","","","","","","","","","","","","5.18411","-73.48341","geonames",""
"15861","Boyacá","Ventaquemada","Centro","14404.0","9.8","3046.0","","","","","","","","","","","","","","","5.35987","-73.55032","geonames",""
"15879","Boyacá","Viracachá","Centro","3477.0","10.5","2847.0","","","","","","","","","","","","","","","5.44107","-73.26679","geonames",""
"15897","Boyacá","Zetaquira","Centro","5171.0","16.6","1685.0","","","","","","","","","","","","","","","5.25824","-73.18275","geonames",""
"17001","Caldas","Manizales","Eje Cafetero","434403.0","13.8","2144.0","","","","","","","","","","","","","","","5.0668","-75.50684","geonames",""
"17013","Caldas","Aguadas","Eje Cafetero","20712.0","14.6","2146.0","","","","","","","","","","","","","","","5.61161","-75.45624","geonames",""
"17042","Caldas","Anserma","Eje Cafetero","35097.0","19.0","1348.0","","","","","","","","","","","","","","","5.20427","-75.79167","geonames",""
"17050","Caldas","Aranzazu","Eje Cafetero","9854.0","15.4","1900.0","","","","","","","","","","","","","","","5.27123","-75.49044","geonames",""
"17088","Caldas","Belalcázar","Eje Cafetero","36977.0","18.9","1441.0","","","","","","","","","","","","","","","2.64644","-75.97269","geonames",""
"17174","Caldas","Chinchiná","Eje Cafetero","68512.0","18.6","1382.0","","","","","","","","","","","","","","","4.9825","-75.60361","geonames",""
"17272","Caldas","Filadelfia","Eje Cafetero","9630.0","16.7","1584.0","","","","","","","","","","","","","","","5.29606","-75.5612","geonames",""
"17380","Caldas","La Dorada","Eje Cafetero","81950.0","25.5","176.0","","","","","","","","","","","","","","","5.44783","-74.66311","geonames",""
"17388","Caldas","La Merced","Eje Cafetero","6752.0","21.1","951.0","","","","","","","","","","","","","","","5.3806","-75.58842","geonames",""
"17433","Caldas","Manzanares","Eje Cafetero","16532.0","16.3","1867.0","","","","","","","","","","","","","","","5.25397","-75.15403","geonames",""
"17442","Caldas","Marmato","Eje Cafetero","8485.0","18.9","1220.0","","","","","","","","","","","","","","","5.47554","-75.5971","geonames",""
"17444","Caldas","Marquetalia","Eje Cafetero","12146.0","17.7","1554.0","","","","","","","","","","","","","","","5.29659","-75.05496","geonames",""
"17446","Caldas","Marulanda","Eje Cafetero","3489.0","8.3","3302.0","","","","","","","","","","","","","","","5.21852","-75.31337","geonames",""
"17486","Caldas","Neira","Eje Cafetero","20495.0","15.6","1953.0","","","","","","","","","","","","","","","5.1665","-75.52001","geonames",""
"17495","Caldas","Norcasia","Eje Cafetero","6903.0","23.4","541.0","","","","","","","","","","","","","","","5.63732","-74.8551","geonames",""
"17513","Caldas","Pácora","Eje Cafetero","13214.0","16.6","1809.0","","","","","","","","","","","","","","","5.52708","-75.4593","geonames",""
"17524","Caldas","Palestina","Eje Cafetero","13560.0","17.5","1572.0","","","","","","","","","","","","","","","5.0161","-75.62854","geonames",""
"17541","Caldas","Pensilvania","Eje Cafetero","26426.0","11.0","2906.0","","","","","","","","","","","","","","","5.3884","-75.2042","geonames",""
"17614","Caldas","Riosucio","Eje Cafetero","54537.0","15.8","2055.0","","","","","","","","","","","","","","","5.45","-75.75","geonames",""
"17616","Caldas","Risaralda","Eje Cafetero","10679.0","19.8","1182.0","","","","","","","","","","","","","","","5.11237","-75.75861","geonames",""
"17653","Caldas","Salamina","Eje Cafetero","20288.0","11.6","2716.0","","","","","","","","","","","","","","","5.37014","-75.41548","geonames",""
"17662","Caldas","Samaná","Eje Cafetero","17466.0","20.6","1011.0","","","","","","","","","","","","","","","5.54061","-74.99346","geonames",""
"17665","Caldas","San José","Eje Cafetero","7572.0","18.6","1306.0","","","","","","","","","","","","","","","5.07089","-75.81292","geonames",""
"17777","Caldas","Supía","Eje Cafetero","26571.0","20.0","1167.0","","","","","","","","","","","","","","","5.45303","-75.65072","geonames",""
"17867","Caldas","Victoria","Eje Cafetero","9165.0","25.1","233.0","","","","","","","","","","","","","","","5.45666","-74.84061","geonames",""
"17873","Caldas","Villamaría","Eje Cafetero","46322.0","10.3","2975.0","","","","","","","","","","","","","","","4.95078","-75.4368","geonames",""
"17877","Caldas","Viterbo","Eje Cafetero","12432.0","20.5","976.0","","","","","","","","","","","","","","","5.06242","-75.87159","geonames",""
"18001","Caquetá","Florencia","Amazonía","168346.0","24.8","560.0","","","","","","","","","","","","","","","1.61549","-75.60412","geonames",""
"18029","Caquetá","Albania","Amazonía","29148.0","26.6","86.0","","","","","","","","","","","","","","","11.1597","-72.5856","geonames",""
"18094","Caquetá","Belén de Los Andaquies","Amazonía","9075.0","22.7","522.0","","","","","","","","","","","","","","","1.41667","-75.91667","geonames",""
"18150","Caquetá","Cartagena del Chairá","Amazonía","28678.0","25.1","220.0","","","","","","","","","","","","","","","0.85246","-74.6059","geonames",""
"18205","Caquetá","Curillo","Amazonía","11121.0","24.7","234.0","","","","","","","","","","","","","","","1.09861","-76.0304","geonames",""
"18247","Caquetá","El Doncello","Amazonía","21547.0","25.0","368.0","","","","","","","","","","","","","","","1.7086","-75.28588","geonames",""
"18256","Caquetá","El Paujil","Amazonía","13014.0","25.4","294.0","","","","","","","","","","","","","","","1.57085","-75.31403","geonames",""
"18410","Caquetá","La Montañita","Amazonía","22181.0","25.3","266.0","","","","","","","","","","","","","","","1.46389","-75.30363","geonames",""
"18460","Caquetá","Milán","Amazonía","11487.0","25.2","237.0","","","","","","","","","","","","","","","1.15382","-75.54606","geonames",""
"18479","Caquetá","Morelia","Amazonía","3718.0","24.9","255.0","","","","","","","","","","","","","","","1.4823","-75.72052","geonames",""
"18592","Caquetá","Puerto Rico","Amazonía","33765.0","25.0","259.0","","","","","","","","","","","","","","","1.90999","-75.15931","geonames",""
"18610","Caquetá","San José del Fragua","Amazonía","13882.0","19.1","1177.0","","","","","","","","","","","","","","","1.3078","-76.16554","geonames",""
"18753","Caquetá","San Vicente del Caguán","Amazonía","56674.0","25.2","253.0","","","","","","","","","","","","","","","1.578","-74.51784","geonames",""
"18756","Caquetá","Solano","Amazonía","19427.0","24.8","200.0","","","","","","","","","","","","","","","0.22842","-73.27597","geonames",""
"18785","Caquetá","Solita","Amazonía","9134.0","25.1","220.0","","","","","","","","","","","","","","","0.96979","-75.65532","geonames",""
"18860","Caquetá","Valparaíso","Amazonía","11100.0","24.9","231.0","","","","","","","","","","","","","","","1.05706","-75.75969","geonames",""
"19001","Cauca","Popayán","Pacífico","318059.0","16.8","1760.0","","","","","","","","","","","","","","","2.43823","-76.61316","geonames",""
"19022","Cauca","Almaguer","Pacífico","16523.0","13.1","2433.0","","","","","","","","","","","","","","","1.91667","-76.83333","geonames",""
"19050","Cauca","Argelia","Pacífico","20136.0","19.3","1295.0","","","","","","","","","","","","","","","2.31728","-77.257","geonames",""
"19075","Cauca","Balboa","Pacífico","18910.0","17.7","1616.0","","","","","","","","","","","","","","","2.04183","-77.21646","geonames",""
"19100","Cauca","Bolívar","Pacífico","44864.0","15.7","1935.0","","","","","","","","","","","","","","","1.8467","-76.98292","geonames",""
"19110","Cauca","Buenos Aires","Pacífico","35197.0","20.1","1108.0","","","","","","","","","","","","","","","3.04825","-76.63066","geonames",""
"19130","Cauca","Cajibío","Pacífico","38932.0","16.7","1745.0","","","","","","","","","","","","","","","2.64488","-76.708","geonames",""
"19137","Cauca","Caldono","Pacífico","34348.0","16.6","1800.0","","","","","","","","","","","","","","","2.80755","-76.45667","geonames",""
"19142","Cauca","Caloto","Pacífico","25416.0","19.0","1327.0","","","","","","","","","","","","","","","3.0389","-76.36043","geonames",""
"19212","Cauca","Corinto","Pacífico","33846.0","19.5","1059.0","","","","","","","","","","","","","","","3.17301","-76.26275","geonames",""
"19256","Cauca","El Tambo","Pacífico","45804.0","17.7","1445.0","","","","","","","","","","","","","","","2.53683","-77.01421","geonames",""
"19290","Cauca","Florencia","Pacífico","168346.0","24.8","560.0","","","","","","","","","","","","","","","1.61549","-75.60412","geonames",""
"19318","Cauca","Guapi","Pacífico","24037.0","24.6","9.0","","","","","","","","","","","","","","","2.5521","-77.87865","geonames",""
"19355","Cauca","Inzá","Pacífico","26571.0","11.3","2780.0","","","","","","","","","","","","","","","2.5092","-76.12958","geonames",""
"19364","Cauca","Jambaló","Pacífico","16353.0","15.1","2168.0","","","","","","","","","","","","","","","2.85065","-76.32506","geonames",""
"19392","Cauca","La Sierra","Pacífico","9935.0","19.6","1187.0","","","","","","","","","","","","","","","2.19665","-76.7859","geonames",""
"19397","Cauca","La Vega","Pacífico","47791.0","14.6","2231.0","","","","","","","","","","","","","","","2.06201","-76.76808","geonames",""
"19418","Cauca","López","Pacífico","3699.0","16.8","1791.0","","","","","","","","","","","","","","","2.43333","-76.8","geonames",""
"19450","Cauca","Mercaderes","Pacífico","14824.0","20.1","1132.0","","","","","","","","","","","","","","","1.80175","-77.17032","geonames",""
"19455","Cauca","Miranda","Pacífico","43333.0","19.9","1098.0","","","","","","","","","","","","","","","3.25283","-76.22924","geonames",""
"19473","Cauca","Morales","Pacífico","29737.0","18.4","1590.0","","","","","","","","","","","","","","","2.78191","-76.76939","geonames",""
"19513","Cauca","Padilla","Pacífico","7882.0","20.2","978.0","","","","","","","","","","","","","","","3.19971","-76.35689","geonames",""
"19517","Cauca","Paez","Pacífico","31800.0","12.5","2406.0","","","","","","","","","","","","","","","2.75","-76.0","geonames",""
"19532","Cauca","Patía","Pacífico","37781.0","22.6","910.0","","","","","","","","","","","","","","","2.06895","-77.05273","geonames",""
"19533","Cauca","Piamonte","Pacífico","6339.0","23.3","571.0","","","","","","","","","","","","","","","1.19279","-76.33453","geonames",""
"19548","Cauca","Piendamó","Pacífico","44535.0","16.4","1734.0","","","","","","","","","","","","","","","2.70214","-76.59736","geonames",""
"19573","Cauca","Puerto Tejada","Pacífico","46215.0","20.4","969.0","","","","","","","","","","","","","","","3.23114","-76.41668","geonames",""
"19585","Cauca","Puracé","Pacífico","14952.0","5.1","3895.0","","","","","","","","","","","","","","","2.33851","-76.38759","geonames",""
"19622","Cauca","Rosas","Pacífico","9336.0","17.0","1717.0","","","","","","","","","","","","","","","2.26093","-76.73986","geonames",""
"19693","Cauca","San Sebastián","Pacífico","12820.0","10.2","2937.0","","","","","","","","","","","","","","","1.91667","-76.66667","geonames",""
"19698","Cauca","Santander de Quilichao","Pacífico","99354.0","20.4","1062.0","","","","","","","","","","","","","","","3.00945","-76.48494","geonames",""
"19701","Cauca","Santa Rosa","Pacífico","18375.0","25.7","38.0","","","","","","","","","","","","","","","10.44472","-75.36972","geonames",""
"19743","Cauca","Silvia","Pacífico","32769.0","10.3","3024.0","","","","","","","","","","","","","","","2.65876","-76.34808","geonames",""
"19760","Cauca","Sotara","Pacífico","11958.0","10.5","2937.0","","","","","","","","","","","","","","","2.25","-76.58333","geonames",""
"19780","Cauca","Suárez","Pacífico","19690.0","21.0","1075.0","","","","","","","","","","","","","","","2.95395","-76.69644","geonames",""
"19785","Cauca","Sucre","Pacífico","23971.0","26.5","14.0","","","","","","","","","","","","","","","8.83333","-74.75","geonames",""
"19807","Cauca","Timbío","Pacífico","30028.0","16.3","1762.0","","","","","","","","","","","","","","","2.36963","-76.71062","geonames",""
"19809","Cauca","Timbiquí","Pacífico","21618.0","24.0","4.0","","","","","","","","","","","","","","","2.7717","-77.66536","geonames",""
"19821","Cauca","Toribio","Pacífico","30654.0","12.1","2667.0","","","","","","","","","","","","","","","3.0","-76.16667","geonames",""
"19824","Cauca","Totoró","Pacífico","20870.0","12.6","2664.0","","","","","","","","","","","","","","","2.50518","-76.39254","geonames",""
"19845","Cauca","Villa Rica","Pacífico","18761.0","17.2","1737.0","","","","","","","","","","","","","","","2.5142","-76.84939","geonames",""
"20001","Cesar","Valledupar","Caribe","490075.0","27.7","160.0","","","","","","","","","","","","","","","10.46538","-73.2531","geonames",""
"20011","Cesar","Aguachica","Caribe","97525.0","26.1","164.0","","","","","","","","","","","","","","","8.30844","-73.6166","geonames",""
"20013","Cesar","Agustín Codazzi","Caribe","51478.0","26.2","136.0","","","","","","","","","","","","","","","10.03672","-73.23558","geonames",""
"20032","Cesar","Astrea","Caribe","18434.0","26.7","87.0","","","","","","","","","","","","","","","9.49828","-73.97591","geonames",""
"20045","Cesar","Becerril","Caribe","20477.0","26.6","112.0","","","","","","","","","","","","","","","9.70413","-73.2793","geonames",""
"20060","Cesar","Bosconia","Caribe","40562.0","27.9","84.0","","","","","","","","","","","","","","","9.97106","-73.88817","geonames",""
"20175","Cesar","Chimichagua","Caribe","30289.0","27.2","35.0","","","","","","","","","","","","","","","9.25778","-73.81228","geonames",""
