codigo_dane,departamento,municipio,subregion,provincia,categoria_municipal,cabecera_municipal,poblacion,altitud_ms_nm,temperatura_promedio,superficie_km2,latitud,longitud,anio_fundacion,gentilicio,festival_principal,fecha_inicio,fecha_fin,descripcion_festival,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,fuente_datos,estado_enriquecimiento,observaciones
15491,Boyacá,Nobsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15494,Boyacá,Nuevo Colón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15500,Boyacá,Oicatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15507,Boyacá,Otanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15511,Boyacá,Pachavita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15514,Boyacá,Páez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15516,Boyacá,Paipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15518,Boyacá,Pajarito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15522,Boyacá,Panqueba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15531,Boyacá,Pauna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15533,Boyacá,Paya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15537,Boyacá,Paz de Río,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15542,Boyacá,Pesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15550,Boyacá,Pisba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15572,Boyacá,Puerto Boyacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15580,Boyacá,Quípama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15599,Boyacá,Ramiriquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15600,Boyacá,Ráquira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15621,Boyacá,Rondón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15632,Boyacá,Saboyá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15638,Boyacá,Sáchica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15646,Boyacá,Samacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15660,Boyacá,San Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15664,Boyacá,San José de Pare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15667,Boyacá,San Luis de Gaceno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15673,Boyacá,San Mateo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15676,Boyacá,San Miguel de Sema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15681,Boyacá,San Pablo de Borbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15686,Boyacá,Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15690,Boyacá,Santa María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15693,Boyacá,Santa Rosa de Viterbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15696,Boyacá,Santa Sofía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15720,Boyacá,Sativanorte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15723,Boyacá,Sativasur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15740,Boyacá,Siachoque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15753,Boyacá,Soatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15755,Boyacá,Socotá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15757,Boyacá,Socha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15759,Boyacá,Sogamoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15761,Boyacá,Somondoco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15762,Boyacá,Sora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15763,Boyacá,Sotaquirá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15764,Boyacá,Soracá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15774,Boyacá,Susacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15776,Boyacá,Sutamarchán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15778,Boyacá,Sutatenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15790,Boyacá,Tasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15798,Boyacá,Tenza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15804,Boyacá,Tibaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15806,Boyacá,Tibasosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15808,Boyacá,Tinjacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15810,Boyacá,Tipacoque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15814,Boyacá,Toca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15816,Boyacá,Togüí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15820,Boyacá,Tópaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15822,Boyacá,Tota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15832,Boyacá,Tununguá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15835,Boyacá,Turmequé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15837,Boyacá,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15839,Boyacá,Tutazá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15842,Boyacá,Umbita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15861,Boyacá,Ventaquemada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15879,Boyacá,Viracachá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
15897,Boyacá,Zetaquira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17001,Caldas,Manizales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17013,Caldas,Aguadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17042,Caldas,Anserma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17050,Caldas,Aranzazu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17088,Caldas,Belalcázar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17174,Caldas,Chinchiná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17272,Caldas,Filadelfia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17380,Caldas,La Dorada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17388,Caldas,La Merced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17433,Caldas,Manzanares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17442,Caldas,Marmato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17444,Caldas,Marquetalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17446,Caldas,Marulanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17486,Caldas,Neira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17495,Caldas,Norcasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17513,Caldas,Pácora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17524,Caldas,Palestina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17541,Caldas,Pensilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17614,Caldas,Riosucio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17616,Caldas,Risaralda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17653,Caldas,Salamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17662,Caldas,Samaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17665,Caldas,San José,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17777,Caldas,Supía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17867,Caldas,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17873,Caldas,Villamaría,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
17877,Caldas,Viterbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18001,Caquetá,Florencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18029,Caquetá,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18094,Caquetá,Belén de Los Andaquies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18150,Caquetá,Cartagena del Chairá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18205,Caquetá,Curillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18247,Caquetá,El Doncello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18256,Caquetá,El Paujil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18410,Caquetá,La Montañita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18460,Caquetá,Milán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18479,Caquetá,Morelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18592,Caquetá,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18610,Caquetá,San José del Fragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18753,Caquetá,San Vicente del Caguán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18756,Caquetá,Solano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18785,Caquetá,Solita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
18860,Caquetá,Valparaíso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19001,Cauca,Popayán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19022,Cauca,Almaguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19050,Cauca,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19075,Cauca,Balboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19100,Cauca,Bolívar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19110,Cauca,Buenos Aires,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19130,Cauca,Cajibío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19137,Cauca,Caldono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19142,Cauca,Caloto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19212,Cauca,Corinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19256,Cauca,El Tambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19290,Cauca,Florencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19318,Cauca,Guapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19355,Cauca,Inzá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19364,Cauca,Jambaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19392,Cauca,La Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19397,Cauca,La Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19418,Cauca,López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19450,Cauca,Mercaderes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19455,Cauca,Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19473,Cauca,Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19513,Cauca,Padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19517,Cauca,Paez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19532,Cauca,Patía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19533,Cauca,Piamonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19548,Cauca,Piendamó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19573,Cauca,Puerto Tejada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19585,Cauca,Puracé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19622,Cauca,Rosas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19693,Cauca,San Sebastián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19698,Cauca,Santander de Quilichao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19701,Cauca,Santa Rosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19743,Cauca,Silvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19760,Cauca,Sotara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19780,Cauca,Suárez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19785,Cauca,Sucre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19807,Cauca,Timbío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19809,Cauca,Timbiquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19821,Cauca,Toribio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19824,Cauca,Totoró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
19845,Cauca,Villa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20001,Cesar,Valledupar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20011,Cesar,Aguachica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20013,Cesar,Agustín Codazzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20032,Cesar,Astrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20045,Cesar,Becerril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20060,Cesar,Bosconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20175,Cesar,Chimichagua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20178,Cesar,Chiriguaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20228,Cesar,Curumaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20238,Cesar,El Copey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20250,Cesar,El Paso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20295,Cesar,Gamarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20310,Cesar,González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20383,Cesar,La Gloria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20400,Cesar,La Jagua de Ibirico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20443,Cesar,Manaure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20517,Cesar,Pailitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20550,Cesar,Pelaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20570,Cesar,Pueblo Bello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20614,Cesar,Río de Oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20621,Cesar,La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20710,Cesar,San Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20750,Cesar,San Diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20770,Cesar,San Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
20787,Cesar,Tamalameque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23001,Córdoba,Montería,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23068,Córdoba,Ayapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23079,Córdoba,Buenavista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23090,Córdoba,Canalete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23162,Córdoba,Cereté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23168,Córdoba,Chimá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23182,Córdoba,Chinú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23189,Córdoba,Ciénaga de Oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23300,Córdoba,Cotorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23350,Córdoba,La Apartada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23417,Córdoba,Lorica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23419,Córdoba,Los Córdobas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23464,Córdoba,Momil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23466,Córdoba,Montelíbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23500,Córdoba,Moñitos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23555,Córdoba,Planeta Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23570,Córdoba,Pueblo Nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23574,Córdoba,Puerto Escondido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23580,Córdoba,Puerto Libertador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23586,Córdoba,Purísima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23660,Córdoba,Sahagún,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23670,Córdoba,San Andrés Sotavento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23672,Córdoba,San Antero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23675,Córdoba,San Bernardo del Viento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23678,Córdoba,San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23686,Córdoba,San Pelayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23807,Córdoba,Tierralta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
23855,Córdoba,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25001,Cundinamarca,Agua de Dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25019,Cundinamarca,Albán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25035,Cundinamarca,Anapoima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25040,Cundinamarca,Anolaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25053,Cundinamarca,Arbeláez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25086,Cundinamarca,Beltrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25095,Cundinamarca,Bituima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25099,Cundinamarca,Bojacá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25120,Cundinamarca,Cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25123,Cundinamarca,Cachipay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25126,Cundinamarca,Cajicá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25148,Cundinamarca,Caparrapí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25151,Cundinamarca,Caqueza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25154,Cundinamarca,Carmen de Carupa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25168,Cundinamarca,Chaguaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25175,Cundinamarca,Chía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25178,Cundinamarca,Chipaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25181,Cundinamarca,Choachí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25183,Cundinamarca,Chocontá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25200,Cundinamarca,Cogua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25214,Cundinamarca,Cota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25224,Cundinamarca,Cucunubá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25245,Cundinamarca,El Colegio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25258,Cundinamarca,El Peñón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25260,Cundinamarca,El Rosal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25269,Cundinamarca,Facatativá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25279,Cundinamarca,Fomeque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25281,Cundinamarca,Fosca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25286,Cundinamarca,Funza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25288,Cundinamarca,Fúquene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25290,Cundinamarca,Fusagasugá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25293,Cundinamarca,Gachala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25295,Cundinamarca,Gachancipá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25297,Cundinamarca,Gachetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25299,Cundinamarca,Gama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25307,Cundinamarca,Girardot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25312,Cundinamarca,Granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25317,Cundinamarca,Guachetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25320,Cundinamarca,Guaduas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25322,Cundinamarca,Guasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25324,Cundinamarca,Guataquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25326,Cundinamarca,Guatavita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25328,Cundinamarca,Guayabal de Siquima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25335,Cundinamarca,Guayabetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25339,Cundinamarca,Gutiérrez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25368,Cundinamarca,Jerusalén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25372,Cundinamarca,Junín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25377,Cundinamarca,La Calera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25386,Cundinamarca,La Mesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25394,Cundinamarca,La Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25398,Cundinamarca,La Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25402,Cundinamarca,La Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25407,Cundinamarca,Lenguazaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25426,Cundinamarca,Macheta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25430,Cundinamarca,Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25436,Cundinamarca,Manta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25438,Cundinamarca,Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25473,Cundinamarca,Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25483,Cundinamarca,Nariño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25486,Cundinamarca,Nemocón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25488,Cundinamarca,Nilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25489,Cundinamarca,Nimaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25491,Cundinamarca,Nocaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25506,Cundinamarca,Venecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25513,Cundinamarca,Pacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25518,Cundinamarca,Paime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25524,Cundinamarca,Pandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25530,Cundinamarca,Paratebueno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25535,Cundinamarca,Pasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25572,Cundinamarca,Puerto Salgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25580,Cundinamarca,Pulí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25592,Cundinamarca,Quebradanegra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25594,Cundinamarca,Quetame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
