codigo_dane,departamento,municipio,subregion,provincia,categoria_municipal,cabecera_municipal,poblacion,altitud_ms_nm,temperatura_promedio,superficie_km2,latitud,longitud,anio_fundacion,gentilicio,festival_principal,fecha_inicio,fecha_fin,descripcion_festival,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3,fuente_datos,estado_enriquecimiento,observaciones
25596,Cundinamarca,Quipile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25599,Cundinamarca,Apulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25612,Cundinamarca,Ricaurte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25645,Cundinamarca,San Antonio del Tequendama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25649,Cundinamarca,San Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25653,Cundinamarca,San Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25658,Cundinamarca,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25662,Cundinamarca,San Juan de Río Seco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25718,Cundinamarca,Sasaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25736,Cundinamarca,Sesquilé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25740,Cundinamarca,Sibaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25743,Cundinamarca,Silvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25745,Cundinamarca,Simijaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25754,Cundinamarca,Soacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25758,Cundinamarca,Sopó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25769,Cundinamarca,Subachoque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25772,Cundinamarca,Suesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25777,Cundinamarca,Supatá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25779,Cundinamarca,Susa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25781,Cundinamarca,Sutatausa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25785,Cundinamarca,Tabio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25793,Cundinamarca,Tausa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25797,Cundinamarca,Tena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25799,Cundinamarca,Tenjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25805,Cundinamarca,Tibacuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25807,Cundinamarca,Tibirita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25815,Cundinamarca,Tocaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25817,Cundinamarca,Tocancipá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25823,Cundinamarca,Topaipí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25839,Cundinamarca,Ubalá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25841,Cundinamarca,Ubaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25843,Cundinamarca,Villa de San Diego de Ubate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25845,Cundinamarca,Une,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25851,Cundinamarca,Útica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25862,Cundinamarca,Vergara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25867,Cundinamarca,Vianí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25871,Cundinamarca,Villagómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25873,Cundinamarca,Villapinzón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25875,Cundinamarca,Villeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25878,Cundinamarca,Viotá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25885,Cundinamarca,Yacopí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25898,Cundinamarca,Zipacón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
25899,Cundinamarca,Zipaquirá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27001,Chocó,Quibdó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27006,Chocó,Acandí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27025,Chocó,Alto Baudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27050,Chocó,Atrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27073,Chocó,Bagadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27075,Chocó,Bahía Solano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27077,Chocó,Bajo Baudó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27086,Chocó,Belén de Bajirá1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27099,Chocó,Bojaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27135,Chocó,El Cantón del San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27150,Chocó,Carmen del Darien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27160,Chocó,Cértegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27205,Chocó,Condoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27245,Chocó,El Carmen de Atrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27250,Chocó,El Litoral del San Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27361,Chocó,Istmina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27372,Chocó,Juradó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27413,Chocó,Lloró,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27425,Chocó,Medio Atrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27430,Chocó,Medio Baudó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27450,Chocó,Medio San Juan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27491,Chocó,Nóvita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27495,Chocó,Nuquí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27580,Chocó,Río Iro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27600,Chocó,Río Quito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27615,Chocó,Riosucio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27660,Chocó,San José del Palmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27745,Chocó,Sipí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27787,Chocó,Tadó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27800,Chocó,Unguía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
27810,Chocó,Unión Panamericana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41001,Huila,Neiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41006,Huila,Acevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41013,Huila,Agrado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41016,Huila,Aipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41020,Huila,Algeciras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41026,Huila,Altamira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41078,Huila,Baraya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41132,Huila,Campoalegre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41206,Huila,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41244,Huila,Elías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41298,Huila,Garzón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41306,Huila,Gigante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41319,Huila,Guadalupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41349,Huila,Hobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41357,Huila,Iquira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41359,Huila,Isnos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41378,Huila,La Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41396,Huila,La Plata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41483,Huila,Nátaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41503,Huila,Oporapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41518,Huila,Paicol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41524,Huila,Palermo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41530,Huila,Palestina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41548,Huila,Pital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41551,Huila,Pitalito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41615,Huila,Rivera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41660,Huila,Saladoblanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41668,Huila,San Agustín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41676,Huila,Santa María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41770,Huila,Suaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41791,Huila,Tarqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41797,Huila,Tesalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41799,Huila,Tello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41801,Huila,Teruel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41807,Huila,Timaná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41872,Huila,Villavieja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
41885,Huila,Yaguará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44001,La Guajira,Riohacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44035,La Guajira,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44078,La Guajira,Barrancas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44090,La Guajira,Dibulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44098,La Guajira,Distracción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44110,La Guajira,El Molino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44279,La Guajira,Fonseca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44378,La Guajira,Hatonuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44420,La Guajira,La Jagua del Pilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44430,La Guajira,Maicao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44560,La Guajira,Manaure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44650,La Guajira,San Juan del Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44847,La Guajira,Uribia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44855,La Guajira,Urumita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
44874,La Guajira,Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47001,Magdalena,Santa Marta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47030,Magdalena,Algarrobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47053,Magdalena,Aracataca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47058,Magdalena,Ariguaní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47161,Magdalena,Cerro San Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47170,Magdalena,Chibolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47189,Magdalena,Ciénaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47205,Magdalena,Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47245,Magdalena,El Banco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47258,Magdalena,El Piñon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47268,Magdalena,El Retén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47288,Magdalena,Fundación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47318,Magdalena,Guamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47460,Magdalena,Nueva Granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47541,Magdalena,Pedraza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47545,Magdalena,Pijiño del Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47551,Magdalena,Pivijay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47555,Magdalena,Plato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47570,Magdalena,Puebloviejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47605,Magdalena,Remolino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47660,Magdalena,Sabanas de San Angel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47675,Magdalena,Salamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47692,Magdalena,San Sebastián de Buenavista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47703,Magdalena,San Zenón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47707,Magdalena,Santa Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47720,Magdalena,Santa Bárbara de Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47745,Magdalena,Sitionuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47798,Magdalena,Tenerife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47960,Magdalena,Zapayán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
47980,Magdalena,Zona Bananera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50001,Meta,Villavicencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50006,Meta,Acacías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50110,Meta,Barranca de Upía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50124,Meta,Cabuyaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50150,Meta,Castilla la Nueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50223,Meta,Cubarral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50226,Meta,Cumaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50245,Meta,El Calvario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50251,Meta,El Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50270,Meta,El Dorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50287,Meta,Fuente de Oro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50313,Meta,Granada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50318,Meta,Guamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50325,Meta,Mapiripán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50330,Meta,Mesetas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50350,Meta,La Macarena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50370,Meta,Uribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50400,Meta,Lejanías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50450,Meta,Puerto Concordia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50568,Meta,Puerto Gaitán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50573,Meta,Puerto López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50577,Meta,Puerto Lleras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50590,Meta,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50606,Meta,Restrepo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50680,Meta,San Carlos de Guaroa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50683,Meta,San Juan de Arama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50686,Meta,San Juanito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50689,Meta,San Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
50711,Meta,Vistahermosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52001,Nariño,Pasto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52019,Nariño,Albán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52022,Nariño,Aldana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52036,Nariño,Ancuyá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52051,Nariño,Arboleda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52079,Nariño,Barbacoas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52083,Nariño,Belén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52110,Nariño,Buesaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52203,Nariño,Colón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52207,Nariño,Consaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52210,Nariño,Contadero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52215,Nariño,Córdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52224,Nariño,Cuaspud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52227,Nariño,Cumbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52233,Nariño,Cumbitara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52240,Nariño,Chachagüí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52250,Nariño,El Charco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52254,Nariño,El Peñol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52256,Nariño,El Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52258,Nariño,El Tablón de Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52260,Nariño,El Tambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52287,Nariño,Funes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52317,Nariño,Guachucal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52320,Nariño,Guaitarilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52323,Nariño,Gualmatán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52352,Nariño,Iles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52354,Nariño,Imués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52356,Nariño,Ipiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52378,Nariño,La Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52381,Nariño,La Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52385,Nariño,La Llanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52390,Nariño,La Tola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52399,Nariño,La Unión,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52405,Nariño,Leiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52411,Nariño,Linares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52418,Nariño,Los Andes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52427,Nariño,Magüi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52435,Nariño,Mallama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52473,Nariño,Mosquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52480,Nariño,Nariño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52490,Nariño,Olaya Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52506,Nariño,Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52520,Nariño,Francisco Pizarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52540,Nariño,Policarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52560,Nariño,Potosí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52565,Nariño,Providencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52573,Nariño,Puerres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52585,Nariño,Pupiales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52612,Nariño,Ricaurte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52621,Nariño,Roberto Payán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52678,Nariño,Samaniego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52683,Nariño,Sandoná,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52685,Nariño,San Bernardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52687,Nariño,San Lorenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52693,Nariño,San Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52694,Nariño,San Pedro de Cartago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52696,Nariño,Santa Bárbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52699,Nariño,Santacruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52720,Nariño,Sapuyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52786,Nariño,Taminango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52788,Nariño,Tangua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52835,Nariño,San Andres de Tumaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52838,Nariño,Túquerres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
52885,Nariño,Yacuanquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54001,Norte De Santander,Cúcuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54003,Norte De Santander,Abrego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54051,Norte De Santander,Arboledas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54099,Norte De Santander,Bochalema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54109,Norte De Santander,Bucarasica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54125,Norte De Santander,Cácota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54128,Norte De Santander,Cachirá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54172,Norte De Santander,Chinácota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54174,Norte De Santander,Chitagá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54206,Norte De Santander,Convención,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54223,Norte De Santander,Cucutilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54239,Norte De Santander,Durania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54245,Norte De Santander,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54250,Norte De Santander,El Tarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54261,Norte De Santander,El Zulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54313,Norte De Santander,Gramalote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54344,Norte De Santander,Hacarí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54347,Norte De Santander,Herrán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54377,Norte De Santander,Labateca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54385,Norte De Santander,La Esperanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54398,Norte De Santander,La Playa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54405,Norte De Santander,Los Patios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54418,Norte De Santander,Lourdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54480,Norte De Santander,Mutiscua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54498,Norte De Santander,Ocaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
54518,Norte De Santander,Pamplona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pendiente,
